(10,)
_________________________________________________________________
Layer (type)                 Output Shape              Param #   
=================================================================
flatten_1 (Flatten)          (None, 10)                0         
_________________________________________________________________
dense_1 (Dense)              (None, 512)               5632      
_________________________________________________________________
activation_1 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_2 (Dense)              (None, 512)               262656    
_________________________________________________________________
activation_2 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_3 (Dense)              (None, 5)                 2565      
_________________________________________________________________
activation_3 (Activation)    (None, 5)                 0         
=================================================================
Total params: 270,853
Trainable params: 270,853
Non-trainable params: 0
_________________________________________________________________
None
load model
Training for 500000 steps ...
[F[K     39/500000: episode: 1, duration: 0.562s, episode steps: 39, steps per second: 69, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.154 [0.000, 4.000], mean observation: 0.498 [0.470, 0.510], loss: 0.880180, mean_absolute_error: 82.667548, mean_q: 104.039556
[F[K  36510/500000: episode: 595, duration: 0.968s, episode steps: 60, steps per second: 62, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.350 [0.000, 4.000], mean observation: 0.501 [0.390, 0.630], loss: 7.255494, mean_absolute_error: 33.733471, mean_q: 43.488464
[F[K  36593/500000: episode: 596, duration: 1.516s, episode steps: 83, steps per second: 55, episode reward: 83.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.783 [0.000, 4.000], mean observation: 0.505 [0.450, 0.630], loss: 7.139926, mean_absolute_error: 33.046780, mean_q: 42.653645
[F[K  36644/500000: episode: 597, duration: 0.997s, episode steps: 51, steps per second: 51, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.745 [0.000, 4.000], mean observation: 0.503 [0.460, 0.540], loss: 6.563695, mean_absolute_error: 32.710480, mean_q: 42.351925
[F[K  36688/500000: episode: 598, duration: 0.777s, episode steps: 44, steps per second: 57, episode reward: 44.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.136 [0.000, 4.000], mean observation: 0.492 [0.370, 0.560], loss: 7.135811, mean_absolute_error: 33.077404, mean_q: 42.645622
[F[K  36759/500000: episode: 599, duration: 1.417s, episode steps: 71, steps per second: 50, episode reward: 71.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.070 [0.000, 4.000], mean observation: 0.502 [0.410, 0.580], loss: 7.302557, mean_absolute_error: 33.162632, mean_q: 42.823746
[F[K  36838/500000: episode: 600, duration: 1.156s, episode steps: 79, steps per second: 68, episode reward: 79.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.038 [0.000, 4.000], mean observation: 0.488 [0.380, 0.520], loss: 7.187745, mean_absolute_error: 32.861725, mean_q: 42.324520
[F[K  36878/500000: episode: 601, duration: 0.747s, episode steps: 40, steps per second: 54, episode reward: 40.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.650 [0.000, 4.000], mean observation: 0.520 [0.470, 0.640], loss: 5.514205, mean_absolute_error: 33.236065, mean_q: 42.854198
[F[K  36945/500000: episode: 602, duration: 1.212s, episode steps: 67, steps per second: 55, episode reward: 67.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.388 [0.000, 4.000], mean observation: 0.513 [0.470, 0.600], loss: 6.815567, mean_absolute_error: 32.896053, mean_q: 42.418415
[F[K  37053/500000: episode: 603, duration: 1.933s, episode steps: 108, steps per second: 56, episode reward: 108.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.926 [0.000, 4.000], mean observation: 0.493 [0.390, 0.550], loss: 7.213546, mean_absolute_error: 33.709759, mean_q: 43.396980
[F[K  37113/500000: episode: 604, duration: 1.136s, episode steps: 60, steps per second: 53, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.167 [0.000, 4.000], mean observation: 0.492 [0.380, 0.530], loss: 7.269808, mean_absolute_error: 32.996300, mean_q: 42.627277
[F[K  37147/500000: episode: 605, duration: 0.682s, episode steps: 34, steps per second: 50, episode reward: 34.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.353 [0.000, 3.000], mean observation: 0.524 [0.470, 0.640], loss: 6.881671, mean_absolute_error: 32.893074, mean_q: 42.395737
[F[K  37210/500000: episode: 606, duration: 1.172s, episode steps: 63, steps per second: 54, episode reward: 63.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.000 [0.000, 4.000], mean observation: 0.498 [0.370, 0.600], loss: 7.026285, mean_absolute_error: 33.424286, mean_q: 43.094448
[F[K  37277/500000: episode: 607, duration: 1.278s, episode steps: 67, steps per second: 52, episode reward: 67.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.015 [0.000, 4.000], mean observation: 0.483 [0.380, 0.520], loss: 7.091552, mean_absolute_error: 33.410076, mean_q: 43.032696
[F[K  37338/500000: episode: 608, duration: 1.204s, episode steps: 61, steps per second: 51, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.721 [0.000, 4.000], mean observation: 0.481 [0.380, 0.530], loss: 7.866737, mean_absolute_error: 33.669491, mean_q: 43.321373
[F[K  37414/500000: episode: 609, duration: 1.351s, episode steps: 76, steps per second: 56, episode reward: 76.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.329 [0.000, 4.000], mean observation: 0.481 [0.390, 0.530], loss: 7.655848, mean_absolute_error: 33.063366, mean_q: 42.553562
[F[K  37508/500000: episode: 610, duration: 1.694s, episode steps: 94, steps per second: 55, episode reward: 94.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.085 [0.000, 4.000], mean observation: 0.502 [0.370, 0.630], loss: 6.758432, mean_absolute_error: 33.351276, mean_q: 42.946548
[F[K  37587/500000: episode: 611, duration: 1.460s, episode steps: 79, steps per second: 54, episode reward: 79.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.190 [0.000, 4.000], mean observation: 0.480 [0.360, 0.510], loss: 6.801140, mean_absolute_error: 33.540707, mean_q: 43.208759
[F[K  37650/500000: episode: 612, duration: 0.995s, episode steps: 63, steps per second: 63, episode reward: 63.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.222 [0.000, 4.000], mean observation: 0.489 [0.360, 0.530], loss: 6.791060, mean_absolute_error: 33.705082, mean_q: 43.395710
[F[K  37727/500000: episode: 613, duration: 1.441s, episode steps: 77, steps per second: 53, episode reward: 77.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.805 [0.000, 4.000], mean observation: 0.508 [0.470, 0.600], loss: 5.933116, mean_absolute_error: 33.973751, mean_q: 43.834705
[F[K  37814/500000: episode: 614, duration: 1.211s, episode steps: 87, steps per second: 72, episode reward: 87.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.966 [0.000, 4.000], mean observation: 0.491 [0.370, 0.550], loss: 6.706150, mean_absolute_error: 33.340843, mean_q: 42.981483
[F[K  37884/500000: episode: 615, duration: 1.060s, episode steps: 70, steps per second: 66, episode reward: 70.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.629 [0.000, 4.000], mean observation: 0.491 [0.390, 0.540], loss: 7.710241, mean_absolute_error: 33.512802, mean_q: 43.092152
[F[K  37962/500000: episode: 616, duration: 1.573s, episode steps: 78, steps per second: 50, episode reward: 78.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.385 [0.000, 4.000], mean observation: 0.501 [0.470, 0.520], loss: 7.413935, mean_absolute_error: 33.050011, mean_q: 42.514080
[F[K  38023/500000: episode: 617, duration: 1.167s, episode steps: 61, steps per second: 52, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.049 [0.000, 4.000], mean observation: 0.482 [0.390, 0.530], loss: 6.859160, mean_absolute_error: 33.402962, mean_q: 43.081551
[F[K  38146/500000: episode: 618, duration: 2.666s, episode steps: 123, steps per second: 46, episode reward: 123.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.927 [0.000, 4.000], mean observation: 0.493 [0.380, 0.560], loss: 6.572037, mean_absolute_error: 34.086456, mean_q: 43.856922
[F[K  38232/500000: episode: 619, duration: 1.602s, episode steps: 86, steps per second: 54, episode reward: 86.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.860 [0.000, 4.000], mean observation: 0.497 [0.400, 0.550], loss: 7.235960, mean_absolute_error: 33.882717, mean_q: 43.602543
[F[K  38286/500000: episode: 620, duration: 1.040s, episode steps: 54, steps per second: 52, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.741 [0.000, 4.000], mean observation: 0.473 [0.350, 0.530], loss: 7.253485, mean_absolute_error: 33.553913, mean_q: 43.222321
[F[K  38341/500000: episode: 621, duration: 1.010s, episode steps: 55, steps per second: 54, episode reward: 55.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.055 [0.000, 4.000], mean observation: 0.498 [0.430, 0.570], loss: 8.245598, mean_absolute_error: 33.127586, mean_q: 42.499939
[F[K  38375/500000: episode: 622, duration: 0.734s, episode steps: 34, steps per second: 46, episode reward: 34.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.706 [0.000, 4.000], mean observation: 0.522 [0.470, 0.640], loss: 7.833344, mean_absolute_error: 33.793797, mean_q: 43.427856
[F[K  38430/500000: episode: 623, duration: 1.165s, episode steps: 55, steps per second: 47, episode reward: 55.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.218 [0.000, 4.000], mean observation: 0.509 [0.460, 0.640], loss: 7.270304, mean_absolute_error: 33.972908, mean_q: 43.742821
[F[K  38496/500000: episode: 624, duration: 1.240s, episode steps: 66, steps per second: 53, episode reward: 66.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.712 [0.000, 4.000], mean observation: 0.492 [0.400, 0.530], loss: 7.895766, mean_absolute_error: 34.643879, mean_q: 44.603901
[F[K  38539/500000: episode: 625, duration: 0.795s, episode steps: 43, steps per second: 54, episode reward: 43.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.442 [0.000, 4.000], mean observation: 0.502 [0.400, 0.630], loss: 7.261788, mean_absolute_error: 33.198868, mean_q: 42.717045
[F[K  38611/500000: episode: 626, duration: 1.413s, episode steps: 72, steps per second: 51, episode reward: 72.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.833 [0.000, 4.000], mean observation: 0.493 [0.420, 0.530], loss: 6.955918, mean_absolute_error: 34.015396, mean_q: 43.830002
[F[K  38679/500000: episode: 627, duration: 1.280s, episode steps: 68, steps per second: 53, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.559 [0.000, 4.000], mean observation: 0.478 [0.380, 0.530], loss: 7.085588, mean_absolute_error: 33.759434, mean_q: 43.354851
[F[K  38725/500000: episode: 628, duration: 0.782s, episode steps: 46, steps per second: 59, episode reward: 46.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.130 [0.000, 4.000], mean observation: 0.497 [0.380, 0.590], loss: 8.176556, mean_absolute_error: 33.453773, mean_q: 43.009056
[F[K  38761/500000: episode: 629, duration: 0.596s, episode steps: 36, steps per second: 60, episode reward: 36.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.639 [0.000, 3.000], mean observation: 0.502 [0.370, 0.650], loss: 8.061509, mean_absolute_error: 33.056358, mean_q: 42.583118
[F[K  38826/500000: episode: 630, duration: 1.281s, episode steps: 65, steps per second: 51, episode reward: 65.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.969 [0.000, 4.000], mean observation: 0.507 [0.420, 0.640], loss: 6.199723, mean_absolute_error: 34.055359, mean_q: 43.843624
[F[K  38871/500000: episode: 631, duration: 0.806s, episode steps: 45, steps per second: 56, episode reward: 45.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.933 [0.000, 4.000], mean observation: 0.500 [0.370, 0.630], loss: 8.040756, mean_absolute_error: 33.851082, mean_q: 43.490276
[F[K  38959/500000: episode: 632, duration: 1.731s, episode steps: 88, steps per second: 51, episode reward: 88.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.045 [0.000, 4.000], mean observation: 0.487 [0.410, 0.520], loss: 6.570430, mean_absolute_error: 33.500912, mean_q: 43.148312
[F[K  39023/500000: episode: 633, duration: 1.246s, episode steps: 64, steps per second: 51, episode reward: 64.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.016 [0.000, 4.000], mean observation: 0.507 [0.470, 0.570], loss: 7.881549, mean_absolute_error: 33.798920, mean_q: 43.478527
[F[K  39066/500000: episode: 634, duration: 0.927s, episode steps: 43, steps per second: 46, episode reward: 43.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.512 [0.000, 4.000], mean observation: 0.502 [0.350, 0.640], loss: 6.505945, mean_absolute_error: 33.593449, mean_q: 43.273640
[F[K  39142/500000: episode: 635, duration: 1.485s, episode steps: 76, steps per second: 51, episode reward: 76.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.737 [0.000, 4.000], mean observation: 0.520 [0.500, 0.600], loss: 7.715109, mean_absolute_error: 34.020981, mean_q: 43.637539
[F[K  39190/500000: episode: 636, duration: 1.029s, episode steps: 48, steps per second: 47, episode reward: 48.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.417 [0.000, 4.000], mean observation: 0.485 [0.410, 0.530], loss: 7.425217, mean_absolute_error: 34.126625, mean_q: 43.788013
[F[K  39258/500000: episode: 637, duration: 1.325s, episode steps: 68, steps per second: 51, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.941 [0.000, 4.000], mean observation: 0.485 [0.400, 0.530], loss: 7.586465, mean_absolute_error: 33.666824, mean_q: 43.210552
[F[K  39303/500000: episode: 638, duration: 0.767s, episode steps: 45, steps per second: 59, episode reward: 45.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.556 [0.000, 4.000], mean observation: 0.483 [0.360, 0.530], loss: 7.890407, mean_absolute_error: 34.371410, mean_q: 44.144444
[F[K  39342/500000: episode: 639, duration: 0.768s, episode steps: 39, steps per second: 51, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.103 [0.000, 4.000], mean observation: 0.476 [0.370, 0.530], loss: 7.288988, mean_absolute_error: 33.706287, mean_q: 43.220928
[F[K  39380/500000: episode: 640, duration: 0.760s, episode steps: 38, steps per second: 50, episode reward: 38.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.789 [0.000, 4.000], mean observation: 0.506 [0.410, 0.650], loss: 8.098776, mean_absolute_error: 33.882248, mean_q: 43.450146
[F[K  39463/500000: episode: 641, duration: 1.619s, episode steps: 83, steps per second: 51, episode reward: 83.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.675 [0.000, 4.000], mean observation: 0.494 [0.440, 0.530], loss: 7.310702, mean_absolute_error: 33.486908, mean_q: 42.962280
[F[K  39518/500000: episode: 642, duration: 1.021s, episode steps: 55, steps per second: 54, episode reward: 55.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.691 [0.000, 4.000], mean observation: 0.477 [0.350, 0.530], loss: 7.491937, mean_absolute_error: 33.273201, mean_q: 42.696625
[F[K  39585/500000: episode: 643, duration: 1.253s, episode steps: 67, steps per second: 53, episode reward: 67.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.687 [0.000, 4.000], mean observation: 0.481 [0.360, 0.510], loss: 8.671549, mean_absolute_error: 32.823845, mean_q: 42.086758
[F[K  39634/500000: episode: 644, duration: 0.950s, episode steps: 49, steps per second: 52, episode reward: 49.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.510 [0.000, 4.000], mean observation: 0.503 [0.400, 0.630], loss: 7.129864, mean_absolute_error: 33.785728, mean_q: 43.457344
[F[K  39690/500000: episode: 645, duration: 1.121s, episode steps: 56, steps per second: 50, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.375 [0.000, 4.000], mean observation: 0.485 [0.350, 0.520], loss: 6.960770, mean_absolute_error: 32.923870, mean_q: 42.479397
[F[K  39741/500000: episode: 646, duration: 1.026s, episode steps: 51, steps per second: 50, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.941 [0.000, 4.000], mean observation: 0.495 [0.460, 0.530], loss: 7.774726, mean_absolute_error: 33.777615, mean_q: 43.520340
[F[K  39781/500000: episode: 647, duration: 0.884s, episode steps: 40, steps per second: 45, episode reward: 40.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.575 [0.000, 4.000], mean observation: 0.496 [0.350, 0.590], loss: 7.109281, mean_absolute_error: 33.078777, mean_q: 42.732430
[F[K  39855/500000: episode: 648, duration: 1.546s, episode steps: 74, steps per second: 48, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.757 [0.000, 4.000], mean observation: 0.476 [0.360, 0.530], loss: 7.020782, mean_absolute_error: 33.222290, mean_q: 42.819660
[F[K  39920/500000: episode: 649, duration: 1.466s, episode steps: 65, steps per second: 44, episode reward: 65.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.431 [0.000, 4.000], mean observation: 0.517 [0.470, 0.600], loss: 7.859684, mean_absolute_error: 32.874966, mean_q: 42.423203
[F[K  39976/500000: episode: 650, duration: 1.095s, episode steps: 56, steps per second: 51, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.321 [0.000, 4.000], mean observation: 0.511 [0.470, 0.610], loss: 7.659383, mean_absolute_error: 33.807583, mean_q: 43.562656
[F[K  40014/500000: episode: 651, duration: 0.607s, episode steps: 38, steps per second: 63, episode reward: 38.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.605 [0.000, 4.000], mean observation: 0.514 [0.470, 0.640], loss: 7.580317, mean_absolute_error: 33.470856, mean_q: 43.005219
[F[K  40073/500000: episode: 652, duration: 1.039s, episode steps: 59, steps per second: 57, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.915 [0.000, 4.000], mean observation: 0.519 [0.470, 0.600], loss: 7.341636, mean_absolute_error: 33.629818, mean_q: 43.310223
[F[K  40145/500000: episode: 653, duration: 1.411s, episode steps: 72, steps per second: 51, episode reward: 72.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.306 [0.000, 4.000], mean observation: 0.504 [0.470, 0.540], loss: 7.013945, mean_absolute_error: 33.482468, mean_q: 43.203106
[F[K  40218/500000: episode: 654, duration: 1.185s, episode steps: 73, steps per second: 62, episode reward: 73.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.452 [0.000, 4.000], mean observation: 0.518 [0.480, 0.600], loss: 6.773786, mean_absolute_error: 33.603218, mean_q: 43.285378
[F[K  40281/500000: episode: 655, duration: 1.377s, episode steps: 63, steps per second: 46, episode reward: 63.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.873 [0.000, 4.000], mean observation: 0.492 [0.440, 0.520], loss: 6.639144, mean_absolute_error: 34.278732, mean_q: 44.111027
